00, 0.2591394, 0.2591394, 0.2591394, 0.2591394, 0.2591394, 0.2591394, 0.2591394, 0.2591394, 0.2594852, 0.2594852
01, 0.2333303, 0.1173948, 0.0372640, 0.0220864, 0.0204941, 0.0203342, 0.0203388, 0.0200834, 0.0211519, 0.0210094
02, 0.2179928, 0.0871633, 0.0265114, 0.0165993, 0.0157863, 0.0151611, 0.0152165, 0.0153001, 0.0156995, 0.0158870
03, 0.2074303, 0.0715588, 0.0212661, 0.0135899, 0.0127338, 0.0127146, 0.0124573, 0.0123221, 0.0131431, 0.0135882
04, 0.1997547, 0.0617108, 0.0179384, 0.0117442, 0.0112841, 0.0106142, 0.0107653, 0.0105497, 0.0112883, 0.0112954
05, 0.1940170, 0.0549015, 0.0155413, 0.0103049, 0.0096389, 0.0097407, 0.0094682, 0.0094589, 0.0102111, 0.0104855
06, 0.1896475, 0.0498388, 0.0138368, 0.0091910, 0.0086123, 0.0086273, 0.0083549, 0.0086256, 0.0091520, 0.0092214
07, 0.1862482, 0.0459618, 0.0124970, 0.0085732, 0.0079498, 0.0078596, 0.0078113, 0.0076818, 0.0085568, 0.0090511
08, 0.1835849, 0.0428437, 0.0114704, 0.0078213, 0.0074904, 0.0076035, 0.0072829, 0.0072465, 0.0078393, 0.0079995
09, 0.1814738, 0.0402975, 0.0106152, 0.0072624, 0.0067819, 0.0069463, 0.0067290, 0.0068144, 0.0075445, 0.0076133
10, 0.1797847, 0.0382001, 0.0098700, 0.0069002, 0.0065366, 0.0063498, 0.0065008, 0.0064604, 0.0070116, 0.0068667
11, 0.1784275, 0.0363876, 0.0092536, 0.0064104, 0.0060599, 0.0061500, 0.0061049, 0.0058838, 0.0066450, 0.0067499
12, 0.1773292, 0.0348497, 0.0087232, 0.0060531, 0.0058515, 0.0058425, 0.0056847, 0.0058915, 0.0065483, 0.0065488
13, 0.1764380, 0.0335196, 0.0082797, 0.0057697, 0.0055247, 0.0056036, 0.0054395, 0.0054777, 0.0063736, 0.0062563
14, 0.1757122, 0.0323562, 0.0078165, 0.0055910, 0.0053523, 0.0052010, 0.0052783, 0.0053547, 0.0059854, 0.0058156
15, 0.1751190, 0.0313327, 0.0075068, 0.0053860, 0.0050961, 0.0050417, 0.0049993, 0.0051026, 0.0058791, 0.0057862
16, 0.1746325, 0.0304000, 0.0071947, 0.0051627, 0.0048897, 0.0047724, 0.0047722, 0.0048631, 0.0056102, 0.0055064
17, 0.1742345, 0.0295672, 0.0069058, 0.0049668, 0.0047386, 0.0046731, 0.0046063, 0.0047556, 0.0054802, 0.0053182
18, 0.1739070, 0.0288287, 0.0066312, 0.0047375, 0.0045678, 0.0045347, 0.0044827, 0.0045518, 0.0052132, 0.0051678
19, 0.1736368, 0.0281489, 0.0064079, 0.0045384, 0.0043143, 0.0043016, 0.0043234, 0.0045690, 0.0050305, 0.0050395
20, 0.1734148, 0.0275502, 0.0061714, 0.0043967, 0.0042615, 0.0043130, 0.0041898, 0.0043374, 0.0049829, 0.0050957
21, 0.1732318, 0.0269753, 0.0059575, 0.0043102, 0.0041404, 0.0041807, 0.0040970, 0.0041084, 0.0048512, 0.0047475
22, 0.1730802, 0.0264771, 0.0058052, 0.0041973, 0.0040669, 0.0039519, 0.0040483, 0.0040627, 0.0046759, 0.0046548
23, 0.1729553, 0.0259929, 0.0056329, 0.0040393, 0.0038792, 0.0039561, 0.0038755, 0.0039452, 0.0045914, 0.0047260
24, 0.1728523, 0.0255558, 0.0054338, 0.0039851, 0.0038073, 0.0038181, 0.0038497, 0.0038331, 0.0046423, 0.0044894
25, 0.1727665, 0.0251469, 0.0053098, 0.0039214, 0.0037747, 0.0037591, 0.0036971, 0.0037496, 0.0044383, 0.0045263
26, 0.1726959, 0.0247707, 0.0051742, 0.0037814, 0.0035953, 0.0036947, 0.0036284, 0.0037530, 0.0043226, 0.0043567
27, 0.1726374, 0.0244189, 0.0050496, 0.0036869, 0.0036203, 0.0036133, 0.0035990, 0.0035861, 0.0042151, 0.0043636
28, 0.1725885, 0.0240914, 0.0049277, 0.0036033, 0.0034646, 0.0035507, 0.0034133, 0.0034847, 0.0041095, 0.0043202
29, 0.1725478, 0.0237877, 0.0048161, 0.0035601, 0.0033570, 0.0034330, 0.0033903, 0.0033774, 0.0041001, 0.0040675
30, 0.1725141, 0.0234937, 0.0046737, 0.0034256, 0.0033199, 0.0033874, 0.0033129, 0.0033290, 0.0040314, 0.0040706
31, 0.1724864, 0.0232300, 0.0046156, 0.0033271, 0.0032962, 0.0033783, 0.0033017, 0.0033935, 0.0039207, 0.0039845
32, 0.1724637, 0.0229767, 0.0045059, 0.0033501, 0.0031756, 0.0032093, 0.0032710, 0.0033107, 0.0038963, 0.0040478
33, 0.1724441, 0.0227358, 0.0044075, 0.0032878, 0.0031541, 0.0031654, 0.0031811, 0.0031756, 0.0038035, 0.0038340
34, 0.1724277, 0.0225142, 0.0043331, 0.0032525, 0.0030813, 0.0031430, 0.0030723, 0.0030718, 0.0038510, 0.0037991
35, 0.1724146, 0.0222921, 0.0042839, 0.0031733, 0.0030344, 0.0031411, 0.0030587, 0.0030095, 0.0038152, 0.0038089
36, 0.1724035, 0.0220878, 0.0041565, 0.0031256, 0.0030106, 0.0029996, 0.0029970, 0.0031099, 0.0037065, 0.0037493
37, 0.1723938, 0.0218978, 0.0040757, 0.0030512, 0.0029604, 0.0029153, 0.0029855, 0.0028987, 0.0036755, 0.0036306
38, 0.1723863, 0.0217161, 0.0040389, 0.0030293, 0.0028932, 0.0028396, 0.0029048, 0.0029099, 0.0036226, 0.0035906
39, 0.1723800, 0.0215371, 0.0039580, 0.0029724, 0.0028533, 0.0028767, 0.0028857, 0.0028687, 0.0035586, 0.0035584
40, 0.1723747, 0.0213763, 0.0038778, 0.0028544, 0.0028040, 0.0028428, 0.0028836, 0.0028060, 0.0034985, 0.0035388
