0.0000000, 0.2591394
0.1594466, 0.0228674
0.3214898, 0.0158665
0.4814093, 0.0136648
0.6447451, 0.0113128
0.8056976, 0.0102748
0.9680918, 0.0089412
1.1303081, 0.0079718
1.2936276, 0.0077610
1.4515193, 0.0073631
1.6143724, 0.0064510
1.7892218, 0.0064473
1.9466174, 0.0060869
2.1058097, 0.0057768
2.2648051, 0.0058849
2.4264737, 0.0055415
2.5880034, 0.0051421
2.7449842, 0.0051946
2.9018855, 0.0050167
3.0600497, 0.0050089
3.2180513, 0.0045945
3.3798217, 0.0045422
3.5419804, 0.0044485
3.7024872, 0.0044003
3.8604531, 0.0041425
4.0239317, 0.0040973
4.1866992, 0.0043997
4.3482569, 0.0040675
4.5093387, 0.0037450
4.6723106, 0.0041058
4.8307875, 0.0038312
4.9927177, 0.0036850
5.1505471, 0.0039502
5.3255562, 0.0037502
5.4846344, 0.0036463
5.6451995, 0.0034851
5.8203063, 0.0035424
5.9947956, 0.0035039
6.1525617, 0.0032556
6.3149187, 0.0033947
6.4726016, 0.0034779

