1.3931014, 0.1732318, 1.4732220, 0.0269753, 1.5046837, 0.0059575, 1.5837841, 0.0043102, 1.7491847, 0.0041404, 1.8701353, 0.0041807, 1.8127778, 0.0040970, 1.9417610, 0.0041084, 2.3794607, 0.0048512, 2.7422428, 0.0047475
1.4572643, 0.1730802, 1.5404016, 0.0264771, 1.5777895, 0.0058052, 1.6565203, 0.0041973, 1.8264928, 0.0040669, 1.9499101, 0.0039519, 1.8971711, 0.0040483, 2.0358730, 0.0040627, 2.5029445, 0.0046759, 2.8767115, 0.0046548
1.5227929, 0.1729553, 1.6109264, 0.0259929, 1.6470118, 0.0056329, 1.7298655, 0.0040393, 1.9248718, 0.0038792, 2.0420356, 0.0039561, 1.9810092, 0.0038755, 2.1254987, 0.0039452, 2.6130022, 0.0045914, 3.0111550, 0.0047260
1.5928308, 0.1728523, 1.6785606, 0.0255558, 1.7169036, 0.0054338, 1.8022681, 0.0039851, 2.0108993, 0.0038073, 2.1243276, 0.0038181, 2.0782497, 0.0038497, 2.2210179, 0.0038331, 2.7243417, 0.0046423, 3.1350418, 0.0044894
1.6562553, 0.1727665, 1.7454696, 0.0251469, 1.7863986, 0.0053098, 1.8748764, 0.0039214, 2.1107523, 0.0037747, 2.2178827, 0.0037591, 2.1627329, 0.0036971, 2.3132561, 0.0037496, 2.8345816, 0.0044383, 3.2692417, 0.0045263
1.7210058, 0.1726959, 1.8135326, 0.0247707, 1.8550818, 0.0051742, 1.9568071, 0.0037814, 2.1878129, 0.0035953, 2.3106551, 0.0036947, 2.2587153, 0.0036284, 2.4095919, 0.0037530, 2.9454032, 0.0043226, 3.4041943, 0.0043567
1.7901656, 0.1726374, 1.8836263, 0.0244189, 1.9259100, 0.0050496, 2.0295280, 0.0036869, 2.2639879, 0.0036203, 2.4021364, 0.0036133, 2.3568715, 0.0035990, 2.4993990, 0.0035861, 3.0554736, 0.0042151, 3.5278697, 0.0043636
1.8603986, 0.1725885, 1.9509814, 0.0240914, 1.9996112, 0.0049277, 2.1018534, 0.0036033, 2.3399129, 0.0034646, 2.4936023, 0.0035507, 2.4399253, 0.0034133, 2.5893860, 0.0034847, 3.1656186, 0.0041095, 3.6627925, 0.0043202
1.9240286, 0.1725478, 2.0192748, 0.0237877, 2.0718962, 0.0048161, 2.1745206, 0.0035601, 2.4280932, 0.0033570, 2.5853997, 0.0034330, 2.5267364, 0.0033903, 2.6919024, 0.0033774, 3.2756492, 0.0041001, 3.7867466, 0.0040675
1.9977069, 0.1725141, 2.0867774, 0.0234937, 2.1463186, 0.0046737, 2.2492196, 0.0034256, 2.5048165, 0.0033199, 2.6673566, 0.0033874, 2.6175393, 0.0033129, 2.7811378, 0.0033290, 3.4053287, 0.0040314, 3.9103948, 0.0040706
2.0636086, 0.1724864, 2.1571774, 0.0232300, 2.2314743, 0.0046156, 2.3299385, 0.0033271, 2.5922972, 0.0032962, 2.7594743, 0.0033783, 2.7013272, 0.0033017, 2.8709629, 0.0033935, 3.5170736, 0.0039207, 4.0341470, 0.0039845
2.1301384, 0.1724637, 2.2239568, 0.0229767, 2.3050270, 0.0045059, 2.4023629, 0.0033501, 2.6809150, 0.0031756, 2.8413954, 0.0032093, 2.7969385, 0.0032710, 2.9596594, 0.0033107, 3.6355145, 0.0038963, 4.1697371, 0.0040478
2.1947951, 0.1724441, 2.2914069, 0.0227358, 2.3846903, 0.0044075, 2.4808303, 0.0032878, 2.7638561, 0.0031541, 2.9230451, 0.0031654, 2.8821484, 0.0031811, 3.0557551, 0.0031756, 3.7467635, 0.0038035, 4.2930580, 0.0038340
2.2629417, 0.1724277, 2.3583363, 0.0225142, 2.4546829, 0.0043331, 2.5592981, 0.0032525, 2.8402335, 0.0030813, 3.0168276, 0.0031430, 2.9714336, 0.0030723, 3.1501140, 0.0030718, 3.8699675, 0.0038510, 4.4280865, 0.0037991
2.3296527, 0.1724146, 2.4259230, 0.0222921, 2.5326856, 0.0042839, 2.6323493, 0.0031733, 2.9232920, 0.0030344, 3.1078699, 0.0031411, 3.0536545, 0.0030587, 3.2398908, 0.0030095, 3.9872093, 0.0038152, 4.5628916, 0.0038089
2.3940977, 0.1724035, 2.4984486, 0.0220878, 2.6028566, 0.0041565, 2.7050678, 0.0031256, 3.0095311, 0.0030106, 3.2003293, 0.0029996, 3.1495257, 0.0029970, 3.3292604, 0.0031099, 4.0985758, 0.0037065, 4.6864802, 0.0037493
2.4586812, 0.1723938, 2.5753397, 0.0218978, 2.6763718, 0.0040757, 2.7772837, 0.0030512, 3.0966089, 0.0029604, 3.2837007, 0.0029153, 3.2343860, 0.0029855, 3.4248619, 0.0028987, 4.2084629, 0.0036755, 4.8101638, 0.0036306
2.5293793, 0.1723863, 2.6460165, 0.0217161, 2.7525096, 0.0040389, 2.8498844, 0.0030293, 3.1737657, 0.0028932, 3.3768399, 0.0028396, 3.3173979, 0.0029048, 3.5223979, 0.0029099, 4.3178689, 0.0036226, 4.9334914, 0.0035906
2.5936446, 0.1723800, 2.7141258, 0.0215371, 2.8219951, 0.0039580, 2.9225357, 0.0029724, 3.2493541, 0.0028533, 3.4693376, 0.0028767, 3.4184486, 0.0028857, 3.6117386, 0.0028687, 4.4277782, 0.0035586, 5.0733091, 0.0035584
2.6580615, 0.1723747, 2.7808064, 0.0213763, 2.8999283, 0.0038778, 3.0032050, 0.0028544, 3.3261244, 0.0028040, 3.5503976, 0.0028428, 3.5042906, 0.0028836, 3.7015990, 0.0028060, 4.5462622, 0.0034985, 5.2042597, 0.0035388
