00, 0.2591394
01, 0.0239802
02, 0.0160701
03, 0.0124626
04, 0.0110939
05, 0.0094346
06, 0.0110786
07, 0.0100569
08, 0.0075043
09, 0.0068199
10, 0.0064220
11, 0.0062368
12, 0.0058150
13, 0.0056688
14, 0.0068016
15, 0.0052021
16, 0.0050654
17, 0.0060635
18, 0.0046245
19, 0.0048047
20, 0.0045128
21, 0.0044801
22, 0.0044851
23, 0.0040312
24, 0.0040286
25, 0.0039528
26, 0.0038032
27, 0.0038681
28, 0.0041685
29, 0.0039750
30, 0.0036287
31, 0.0037094
32, 0.0034340
33, 0.0033971
34, 0.0034504
35, 0.0043001
36, 0.0036115
37, 0.0032885
38, 0.0033163
39, 0.0033099
40, 0.0032627
