00, 0.2591394
01, 0.0322416
02, 0.0263196
03, 0.0231382
04, 0.0209895
05, 0.0193819
06, 0.0181058
07, 0.0170536
08, 0.0161626
09, 0.0153931
10, 0.0147186
11, 0.0141203
12, 0.0135846
13, 0.0131010
14, 0.0126616
15, 0.0122599
16, 0.0118910
17, 0.0115506
18, 0.0112354
19, 0.0109423
20, 0.0106691
21, 0.0104135
22, 0.0101739
23, 0.0099487
24, 0.0097365
25, 0.0095363
26, 0.0093469
27, 0.0091674
28, 0.0089971
29, 0.0088351
30, 0.0086810
31, 0.0085340
32, 0.0083937
33, 0.0082595
34, 0.0081312
35, 0.0080082
36, 0.0078903
37, 0.0077771
38, 0.0076682
39, 0.0075636
40, 0.0074628
