00, 0.2591394
01, 0.0228674
02, 0.0158665
03, 0.0136648
04, 0.0113128
05, 0.0102748
06, 0.0089412
07, 0.0079718
08, 0.0077610
09, 0.0073631
10, 0.0064510
11, 0.0064473
12, 0.0060869
13, 0.0057768
14, 0.0058849
15, 0.0055415
16, 0.0051421
17, 0.0051946
18, 0.0050167
19, 0.0050089
20, 0.0045945
21, 0.0045422
22, 0.0044485
23, 0.0044003
24, 0.0041425
25, 0.0040973
26, 0.0043997
27, 0.0040675
28, 0.0037450
29, 0.0041058
30, 0.0038312
31, 0.0036850
32, 0.0039502
33, 0.0037502
34, 0.0036463
35, 0.0034851
36, 0.0035424
37, 0.0035039
38, 0.0032556
39, 0.0033947
40, 0.0034779

