00, 0.2591394
01, 0.0325450
02, 0.0266163
03, 0.0233931
04, 0.0212030
05, 0.0195612
06, 0.0182581
07, 0.0171846
08, 0.0162766
09, 0.0154937
10, 0.0148082
11, 0.0142010
12, 0.0136579
13, 0.0131680
14, 0.0127233
15, 0.0123170
16, 0.0119440
17, 0.0116000
18, 0.0112815
19, 0.0109854
20, 0.0107094
21, 0.0104513
22, 0.0102093
23, 0.0099819
24, 0.0097676
25, 0.0095653
26, 0.0093740
27, 0.0091927
28, 0.0090206
29, 0.0088570
30, 0.0087013
31, 0.0085528
32, 0.0084110
33, 0.0082755
34, 0.0081458
35, 0.0080215
36, 0.0079024
37, 0.0077880
38, 0.0076780
39, 0.0075722
40, 0.0074704
