0.0000000, 0.2591394
0.0621318, 0.0322416
0.1318483, 0.0263196
0.1991093, 0.0231382
0.2614652, 0.0209895
0.3267474, 0.0193819
0.3924991, 0.0181058
0.4564325, 0.0170536
0.5221987, 0.0161626
0.5858532, 0.0153931
0.6511736, 0.0147186
0.7144234, 0.0141203
0.7800091, 0.0135846
0.8458273, 0.0131010
0.9150647, 0.0126616
0.9805768, 0.0122599
1.0439470, 0.0118910
1.1150384, 0.0115506
1.1835082, 0.0112354
1.2523188, 0.0109423
1.3217018, 0.0106691
1.3804474, 0.0104135
1.4423496, 0.0101739
1.5044896, 0.0099487
1.5700883, 0.0097365
1.6308347, 0.0095363
1.6961058, 0.0093469
1.7595835, 0.0091674
1.8257952, 0.0089971
1.8884583, 0.0088351
1.9490954, 0.0086810
2.0115707, 0.0085340
2.0752217, 0.0083937
2.1426341, 0.0082595
2.2072820, 0.0081312
2.2685793, 0.0080082
2.3331010, 0.0078903
2.4026987, 0.0077771
2.4634994, 0.0076682
2.5252611, 0.0075636
2.5896757, 0.0074628
