0.0000000, 0.2591394
0.1093938, 0.0222337
0.2192289, 0.0154344
0.3292404, 0.0114966
0.4391152, 0.0109051
0.5435423, 0.0097338
0.6498610, 0.0083985
0.7636573, 0.0076493
0.8740237, 0.0070234
0.9779994, 0.0065477
1.0882658, 0.0058282
1.1986246, 0.0060259
1.3120744, 0.0056553
1.4263297, 0.0054208
1.5366403, 0.0054646
1.6469994, 0.0049322
1.7500217, 0.0048436
1.8634245, 0.0048421
1.9739586, 0.0045535
2.0852869, 0.0041346
2.1889699, 0.0040624
2.2955490, 0.0044819
2.3995077, 0.0039901
2.5100476, 0.0040305
2.6203796, 0.0038919
2.7280474, 0.0040553
2.8378014, 0.0040572
2.9468868, 0.0043388
3.0548206, 0.0034019
3.1655906, 0.0034935
3.2707539, 0.0036352
3.3772282, 0.0038051
3.4850173, 0.0030987
3.5958784, 0.0032575
3.7081158, 0.0037332
3.8115926, 0.0031771
3.9200544, 0.0030130
4.0298008, 0.0031245
4.1393377, 0.0029761
4.2550574, 0.0030906
4.3595528, 0.0031410
