00, 0.2591394
01, 0.0222337
02, 0.0154344
03, 0.0114966
04, 0.0109051
05, 0.0097338
06, 0.0083985
07, 0.0076493
08, 0.0070234
09, 0.0065477
10, 0.0058282
11, 0.0060259
12, 0.0056553
13, 0.0054208
14, 0.0054646
15, 0.0049322
16, 0.0048436
17, 0.0048421
18, 0.0045535
19, 0.0041346
20, 0.0040624
21, 0.0044819
22, 0.0039901
23, 0.0040305
24, 0.0038919
25, 0.0040553
26, 0.0040572
27, 0.0043388
28, 0.0034019
29, 0.0034935
30, 0.0036352
31, 0.0038051
32, 0.0030987
33, 0.0032575
34, 0.0037332
35, 0.0031771
36, 0.0030130
37, 0.0031245
38, 0.0029761
39, 0.0030906
40, 0.0031410
