0.0000000, 0.2591394
0.0503709, 0.0325450
0.0982487, 0.0266163
0.1517176, 0.0233931
0.2033930, 0.0212030
0.2508841, 0.0195612
0.3097621, 0.0182581
0.3569337, 0.0171846
0.4031989, 0.0162766
0.4500880, 0.0154937
0.5010159, 0.0148082
0.5474077, 0.0142010
0.5948757, 0.0136579
0.6425958, 0.0131680
0.6892579, 0.0127233
0.7418835, 0.0123170
0.7995480, 0.0119440
0.8568799, 0.0116000
0.9036240, 0.0112815
0.9510164, 0.0109854
1.0098660, 0.0107094
1.0583596, 0.0104513
1.1199406, 0.0102093
1.1810195, 0.0099819
1.2285663, 0.0097676
1.2763612, 0.0095653
1.3241241, 0.0093740
1.3771104, 0.0091927
1.4240430, 0.0090206
1.4722215, 0.0088570
1.5201313, 0.0087013
1.5721156, 0.0085528
1.6195143, 0.0084110
1.6813156, 0.0082755
1.7277863, 0.0081458
1.7796147, 0.0080215
1.8262760, 0.0079024
1.8868497, 0.0077880
1.9426253, 0.0076780
1.9927285, 0.0075722
2.0543344, 0.0074704
