0.0000000, 0.2591394
0.1227918, 0.0239802
0.2463925, 0.0160701
0.3713614, 0.0124626
0.4970038, 0.0110939
0.6224397, 0.0094346
0.7482676, 0.0110786
0.8720031, 0.0100569
0.9967062, 0.0075043
1.1210668, 0.0068199
1.2453269, 0.0064220
1.3704318, 0.0062368
1.4948471, 0.0058150
1.6182947, 0.0056688
1.7422037, 0.0068016
1.8658555, 0.0052021
1.9883734, 0.0050654
2.1127636, 0.0060635
2.2373568, 0.0046245
2.3626023, 0.0048047
2.4838069, 0.0045128
2.6049406, 0.0044801
2.7276725, 0.0044851
2.8490244, 0.0040312
2.9704564, 0.0040286
3.0951479, 0.0039528
3.2203345, 0.0038032
3.3441407, 0.0038681
3.4677012, 0.0041685
3.5926067, 0.0039750
3.7170254, 0.0036287
3.8416870, 0.0037094
3.9651044, 0.0034340
4.0889251, 0.0033971
4.2139810, 0.0034504
4.3396411, 0.0043001
4.4633779, 0.0036115
4.5876548, 0.0032885
4.7112977, 0.0033163
4.8352267, 0.0033099
4.9560755, 0.0032627
